measure_name,epoch,valid_loss,test_loss,min_epoch,min_valid_loss,min_test_loss
u0, 0,3.0076141357421875,3.032132387161255,0,3.0076141357421875,3.032132387161255
u0, 1,2.2342348098754883,2.215341567993164,1,2.2342348098754883,2.215341567993164
u0, 2,2.5958383083343506,2.553983449935913,1,2.2342348098754883,2.215341567993164
u0, 3,1.9656826257705688,1.9207714796066284,3,1.9656826257705688,1.9207714796066284
u0, 4,0.8619665503501892,0.8233394026756287,4,0.8619665503501892,0.8233394026756287
u0, 5,0.9616468548774719,0.9379695057868958,4,0.8619665503501892,0.8233394026756287
u0, 6,0.7448901534080505,0.7195116877555847,6,0.7448901534080505,0.7195116877555847
u0, 7,0.6758982539176941,0.6493048667907715,7,0.6758982539176941,0.6493048667907715
u0, 8,0.5366036295890808,0.49799787998199463,8,0.5366036295890808,0.49799787998199463
u0, 9,1.4387025833129883,1.4035762548446655,8,0.5366036295890808,0.49799787998199463
u0, 10,1.4146952629089355,1.3791342973709106,8,0.5366036295890808,0.49799787998199463
u0, 11,1.2109049558639526,1.184953212738037,8,0.5366036295890808,0.49799787998199463
u0, 12,1.1160064935684204,1.0907093286514282,8,0.5366036295890808,0.49799787998199463
u0, 13,1.1578105688095093,1.1327229738235474,8,0.5366036295890808,0.49799787998199463
u0, 14,1.0749672651290894,1.058468222618103,8,0.5366036295890808,0.49799787998199463
u0, 15,1.0166312456130981,0.9925023913383484,8,0.5366036295890808,0.49799787998199463
u0, 16,1.1460853815078735,1.1251188516616821,8,0.5366036295890808,0.49799787998199463
u0, 17,1.0317659378051758,1.009142279624939,8,0.5366036295890808,0.49799787998199463
u0, 18,0.983373761177063,0.9624298214912415,8,0.5366036295890808,0.49799787998199463
u0, 19,0.8768645524978638,0.8553141951560974,8,0.5366036295890808,0.49799787998199463
u0, 20,0.8605839014053345,0.8422687649726868,8,0.5366036295890808,0.49799787998199463
u0, 21,0.7664172649383545,0.7488919496536255,8,0.5366036295890808,0.49799787998199463
u0, 22,0.8540605306625366,0.8354280591011047,8,0.5366036295890808,0.49799787998199463
u0, 23,0.7737555503845215,0.7572924494743347,8,0.5366036295890808,0.49799787998199463
