epoch,lr,train_loss,val_loss,test_loss,train_loss_y,train_loss_dy,val_loss_y,val_loss_dy,test_loss_y,test_loss_dy,step
0,0.00011899999663000926,650.73876953125,513.852783203125,10.605361938476562,809.5698852539062,611.0309448242188,1373.59033203125,298.9183349609375,5.11060905456543,11.979048728942871,118
1,0.00023799999326001853,99.36978149414062,294.84674072265625,,78.78050994873047,104.51710510253906,1306.379638671875,41.963470458984375,,,237
2,0.00035700001171790063,26.351276397705078,265.404052734375,,18.249263763427734,28.37677764892578,1241.5618896484375,21.364595413208008,,,356
3,0.00047599998652003706,19.60060691833496,250.85134887695312,,31.398914337158203,16.651031494140625,1179.751220703125,18.626375198364258,,,475
4,0.0005949999904260039,16.753978729248047,233.67227172851562,,33.12961959838867,12.660070419311523,1121.695556640625,11.666463851928711,,,594
5,0.0007140000234358013,16.533964157104492,220.97901916503906,,39.86094665527344,10.702218055725098,1065.896728515625,9.749603271484375,,,713
6,0.0008329999982379377,14.040582656860352,210.98223876953125,,29.17874526977539,10.25604248046875,1013.2178955078125,10.423317909240723,,,832
7,0.0009519999730400741,10.216197967529297,199.10604858398438,,18.598163604736328,8.120706558227539,962.7191162109375,8.202780723571777,,,951
8,0.0010000000474974513,8.906299591064453,188.9124755859375,,15.167702674865723,7.340948104858398,915.068359375,7.373493194580078,,,1070
9,0.0010000000474974513,9.773222923278809,178.4004669189453,,20.059112548828125,7.201749324798584,869.4628295898438,5.6348724365234375,,,1189
10,0.0010000000474974513,6.664146900177002,169.76185607910156,2.1271886825561523,12.452371597290039,5.217090606689453,826.7255859375,5.520914554595947,4.011922836303711,1.6560050249099731,1308
11,0.0010000000474974513,5.698528289794922,160.80941772460938,,9.189186096191406,4.825863361358643,785.521240234375,4.631458282470703,,,1427
12,0.0010000000474974513,5.522968769073486,153.5279541015625,,11.897342681884766,3.929375410079956,747.5457153320312,5.023514747619629,,,1546
13,0.0010000000474974513,5.924892425537109,147.5634765625,,13.986357688903809,3.9095261096954346,710.2498779296875,6.891873359680176,,,1665
14,0.0010000000474974513,4.85744047164917,139.07015991210938,,8.308774948120117,3.9946060180664062,675.500732421875,4.962503433227539,,,1784
15,0.0010000000474974513,5.121319770812988,132.19772338867188,,12.961880683898926,3.161180019378662,642.3527221679688,4.658964157104492,,,1903
16,0.0010000000474974513,3.962071418762207,124.47413635253906,,7.432822227478027,3.094383716583252,610.326171875,3.01112699508667,,,2022
17,0.0010000000474974513,4.380864143371582,119.28662109375,,11.859400749206543,2.51123046875,579.9351806640625,4.124478340148926,,,2141
18,0.0010000000474974513,4.664172172546387,113.12361145019531,,9.770112991333008,3.3876872062683105,551.0347900390625,3.64581298828125,,,2260
19,0.0010000000474974513,3.868804454803467,107.06900787353516,,9.799995422363281,2.3860063552856445,523.5938720703125,2.937790632247925,,,2379
20,0.0010000000474974513,3.322589635848999,101.69253540039062,0.9988089203834534,7.368062973022461,2.3112215995788574,497.48382568359375,2.7447125911712646,0.6844059228897095,1.0774097442626953,2498
21,0.0010000000474974513,3.0673000812530518,97.52008056640625,,5.489733695983887,2.4616918563842773,472.8232421875,3.6942782402038574,,,2617
22,0.0010000000474974513,4.973472595214844,93.17587280273438,,14.081165313720703,2.696549415588379,449.24737548828125,4.157995223999023,,,2736
23,0.0010000000474974513,3.3459272384643555,87.98701477050781,,8.479721069335938,2.0624783039093018,427.16937255859375,3.191431999206543,,,2855
24,0.0010000000474974513,3.551041603088379,83.49137878417969,,9.180255889892578,2.143738031387329,406.0386047363281,2.854569435119629,,,2974
25,0.0010000000474974513,2.496368408203125,79.5401611328125,,4.713866710662842,1.9419939517974854,385.8472900390625,2.963381052017212,,,3093
26,0.0010000000474974513,2.7868850231170654,75.73615264892578,,6.7530975341796875,1.7953318357467651,366.83160400390625,2.962282180786133,,,3212
27,0.0010000000474974513,3.3952040672302246,72.373779296875,,7.522680282592773,2.363334894180298,350.77276611328125,2.7740330696105957,,,3331
28,0.0010000000474974513,3.612417221069336,69.44056701660156,,10.231582641601562,1.9576258659362793,334.41119384765625,3.197917938232422,,,3450
29,0.0010000000474974513,3.068861484527588,66.21357727050781,,8.354324340820312,1.7474956512451172,317.79498291015625,3.3182291984558105,,,3569
30,0.0010000000474974513,2.8353614807128906,62.803428649902344,1.355280876159668,6.301749229431152,1.9687644243240356,302.1126403808594,2.976125717163086,1.9914138317108154,1.1962475776672363,3688
31,0.0010000000474974513,2.3977432250976562,59.12239074707031,,4.827503204345703,1.7903034687042236,287.06982421875,2.135525703430176,,,3807
32,0.0010000000474974513,3.636319160461426,56.72337341308594,,10.893430709838867,1.8220409154891968,273.4593505859375,2.5393781661987305,,,3926
33,0.0010000000474974513,2.882795810699463,53.70930480957031,,7.195930480957031,1.8045122623443604,259.9852294921875,2.140320062637329,,,4045
34,0.0010000000474974513,2.718881607055664,51.36433410644531,,6.98195743560791,1.653112530708313,247.049560546875,2.443023204803467,,,4164
35,0.0010000000474974513,2.666193962097168,48.93693923950195,,7.365948677062988,1.4912549257278442,234.80535888671875,2.4698362350463867,,,4283
36,0.0010000000474974513,1.973397970199585,46.29042053222656,,4.287053108215332,1.3949841260910034,223.21861267089844,2.0583691596984863,,,4402
37,0.0010000000474974513,2.6227471828460693,44.43560791015625,,6.319836616516113,1.698474645614624,212.62179565429688,2.38906192779541,,,4521
38,0.0010000000474974513,2.657820224761963,42.37651443481445,,7.25382137298584,1.5088200569152832,202.1016082763672,2.445239543914795,,,4640
39,0.0010000000474974513,2.7502851486206055,40.591758728027344,,6.69767951965332,1.7634365558624268,192.03836059570312,2.730112314224243,,,4759
40,0.0010000000474974513,2.2501254081726074,38.107398986816406,0.9741014242172241,5.077548980712891,1.5432696342468262,182.52772521972656,2.0023176670074463,1.2666385173797607,0.9009671211242676,4878
41,0.0010000000474974513,2.605271816253662,36.07006072998047,,6.8206400871276855,1.5514297485351562,173.7001953125,1.6625242233276367,,,4997
42,0.0010000000474974513,2.3647618293762207,34.50282669067383,,6.714815616607666,1.2772481441497803,165.22613525390625,1.8219956159591675,,,5116
43,0.0010000000474974513,1.8558963537216187,33.35699462890625,,3.9327993392944336,1.3366706371307373,158.24246215820312,2.135624647140503,,,5235
44,0.0010000000474974513,2.726681709289551,32.00104522705078,,7.975960731506348,1.4143621921539307,150.792724609375,2.3031272888183594,,,5354
45,0.0010000000474974513,3.8972792625427246,30.531970977783203,,11.275548934936523,2.0527114868164062,143.30133056640625,2.3396315574645996,,,5473
46,0.0010000000474974513,3.2236266136169434,29.101119995117188,,8.168412208557129,1.9874300956726074,136.2336883544922,2.3179783821105957,,,5592
47,0.0010000000474974513,3.5332281589508057,27.70665740966797,,11.010565757751465,1.663893461227417,129.849853515625,2.17086124420166,,,5711
48,0.0010000000474974513,2.6068594455718994,26.06689453125,,7.961765766143799,1.2681326866149902,123.41325378417969,1.7303011417388916,,,5830
49,0.0010000000474974513,1.8417654037475586,25.11483383178711,,4.3453474044799805,1.215869665145874,117.34883880615234,2.056333303451538,,,5949
50,0.0010000000474974513,2.175936698913574,24.187368392944336,2.2055768966674805,6.046604156494141,1.2082700729370117,114.42098999023438,1.6289639472961426,7.675909042358398,0.8379938006401062,6068
51,0.0010000000474974513,2.412871837615967,23.26380157470703,,7.726223945617676,1.0845341682434082,108.79006958007812,1.8822336196899414,,,6187
52,0.0010000000474974513,2.1267824172973633,21.874713897705078,,6.002056121826172,1.1579642295837402,103.51661682128906,1.4642369747161865,,,6306
53,0.0010000000474974513,1.5167851448059082,20.830547332763672,,3.380326747894287,1.0508995056152344,98.36058044433594,1.448038101196289,,,6425
54,0.0010000000474974513,1.64839768409729,21.123981475830078,,3.371304512023926,1.2176709175109863,94.29238891601562,2.831878662109375,,,6544
55,0.0010000000474974513,1.7779064178466797,19.006807327270508,,4.307029724121094,1.1456255912780762,89.67575073242188,1.3395731449127197,,,6663
56,0.0010000000474974513,1.7116808891296387,18.51630973815918,,4.017405033111572,1.1352498531341553,85.64175415039062,1.7349473237991333,,,6782
57,0.0010000000474974513,2.0565109252929688,18.53411102294922,,5.5450639724731445,1.184372901916504,81.55563354492188,2.7787318229675293,,,6901
58,0.0010000000474974513,1.6146221160888672,16.924739837646484,,2.7161760330200195,1.3392333984375,77.89788055419922,1.6814525127410889,,,7020
59,0.0010000000474974513,1.5766161680221558,16.038894653320312,,3.536742687225342,1.0865845680236816,74.18557739257812,1.5022233724594116,,,7139
60,0.0010000000474974513,3.3393702507019043,15.540731430053711,0.8282486200332642,10.231249809265137,1.616399884223938,70.51083374023438,1.7982044219970703,0.6838401556015015,0.8643507957458496,7258
61,0.0010000000474974513,1.9139409065246582,15.152992248535156,,4.899007797241211,1.1676738262176514,67.01901245117188,2.1864871978759766,,,7377
62,0.0010000000474974513,2.561370849609375,15.012295722961426,,6.945435523986816,1.4653546810150146,63.701438903808594,2.8400094509124756,,,7496
63,0.0010000000474974513,2.170923948287964,13.048473358154297,,6.170509338378906,1.171027660369873,60.77838897705078,1.1159939765930176,,,7615
64,0.0010000000474974513,1.3535888195037842,12.998133659362793,,2.5234532356262207,1.0611226558685303,57.98979568481445,1.750218391418457,,,7734
65,0.0010000000474974513,1.7607678174972534,12.675256729125977,,3.5795645713806152,1.3060686588287354,55.81303405761719,1.8908122777938843,,,7853
66,0.0010000000474974513,1.6769582033157349,12.530917167663574,,4.054406642913818,1.0825960636138916,54.30690383911133,2.0869202613830566,,,7972
67,0.0010000000474974513,1.4718319177627563,11.449533462524414,,3.2955474853515625,1.0159029960632324,51.71699142456055,1.3826689720153809,,,8091
68,0.0010000000474974513,1.9327619075775146,11.265668869018555,,4.639848232269287,1.2559903860092163,50.521446228027344,1.4517251253128052,,,8210
69,0.0010000000474974513,1.7399933338165283,10.709800720214844,,5.06650447845459,0.9083655476570129,48.01972198486328,1.382319688796997,,,8329
70,0.0010000000474974513,1.0544688701629639,10.283188819885254,0.8762612342834473,2.0172228813171387,0.8137804269790649,45.72169494628906,1.4235613346099854,1.339701771736145,0.7604010701179504,8448
71,0.0010000000474974513,1.4817509651184082,9.943845748901367,,3.3614726066589355,1.0118205547332764,43.669166564941406,1.5125150680541992,,,8567
72,0.0010000000474974513,1.989617109298706,9.597529411315918,,4.876327991485596,1.2679394483566284,41.630645751953125,1.5892503261566162,,,8686
73,0.0010000000474974513,2.06097412109375,9.161872863769531,,4.629268646240234,1.4189002513885498,39.82856369018555,1.4952008724212646,,,8805
74,0.0010000000474974513,1.5909202098846436,9.047979354858398,,3.718667984008789,1.0589829683303833,37.95658874511719,1.8208277225494385,,,8924
75,0.0010000000474974513,1.3254616260528564,8.169214248657227,,2.991748571395874,0.9088900089263916,36.073692321777344,1.1930947303771973,,,9043
76,0.0010000000474974513,1.1792584657669067,8.139400482177734,,3.035914182662964,0.7150945067405701,35.1318473815918,1.391289234161377,,,9162
77,0.0010000000474974513,1.8493461608886719,7.861601829528809,,5.089320182800293,1.0393526554107666,33.396202087402344,1.477952480316162,,,9281
78,0.0010000000474974513,1.0918632745742798,7.432765483856201,,1.845180630683899,0.903533935546875,31.965694427490234,1.2995332479476929,,,9400
79,0.0010000000474974513,1.167634129524231,7.621005058288574,,2.1911468505859375,0.9117559194564819,30.38912010192871,1.9289755821228027,,,9519
80,0.0010000000474974513,1.8877720832824707,6.714724540710449,0.7893190383911133,4.729176044464111,1.1774210929870605,28.953466415405273,1.155038833618164,1.2562990188598633,0.6725739240646362,9638
81,0.0010000000474974513,1.1600520610809326,6.44432258605957,,2.8142008781433105,0.7465149164199829,27.521196365356445,1.1751039028167725,,,9757
82,0.0010000000474974513,1.0674110651016235,6.338405609130859,,2.2561566829681396,0.7702246904373169,26.19441795349121,1.3744022846221924,,,9876
83,0.0010000000474974513,1.4095314741134644,6.095778465270996,,3.771148204803467,0.8191272616386414,24.898643493652344,1.3950622081756592,,,9995
84,0.0010000000474974513,1.6271418333053589,6.050564765930176,,4.203561782836914,0.983036994934082,23.873851776123047,1.594743013381958,,,10114
85,0.0010000000474974513,1.1444671154022217,5.554176330566406,,1.8955206871032715,0.9567035436630249,22.711410522460938,1.264868140220642,,,10233
86,0.0010000000474974513,1.1873575448989868,5.430108070373535,,1.2474894523620605,1.1723246574401855,21.612953186035156,1.3843966722488403,,,10352
87,0.0010000000474974513,0.962702751159668,5.292771339416504,,1.1506738662719727,0.915709912776947,20.58287811279297,1.4702441692352295,,,10471
88,0.0010000000474974513,1.2677068710327148,5.05087947845459,,2.5358688831329346,0.9506663084030151,19.732837677001953,1.3803902864456177,,,10590
89,0.0010000000474974513,1.2189159393310547,4.540266990661621,,2.401123046875,0.923363983631134,18.792951583862305,0.9770957231521606,,,10709
90,0.0010000000474974513,1.0509936809539795,4.492073059082031,0.7538895606994629,2.4614202976226807,0.6983870267868042,17.941608428955078,1.1296892166137695,1.2556368112564087,0.6284527778625488,10828
91,0.0010000000474974513,0.8801740407943726,4.894282341003418,,1.453022837638855,0.736961841583252,17.07834243774414,1.8482673168182373,,,10947
92,0.0010000000474974513,1.2683700323104858,4.122621536254883,,3.176626443862915,0.7913060188293457,16.278045654296875,1.0837655067443848,,,11066
93,0.0010000000474974513,1.1572597026824951,4.653064250946045,,2.643303394317627,0.7857488393783569,15.559268951416016,1.9265129566192627,,,11185
94,0.0010000000474974513,1.5920746326446533,4.004817962646484,,3.7953433990478516,1.041257381439209,14.802661895751953,1.3053574562072754,,,11304
95,0.0010000000474974513,1.0616450309753418,3.588941812515259,,2.3017172813415527,0.7516270875930786,14.13165283203125,0.9532641172409058,,,11423
96,0.0010000000474974513,0.9679412245750427,4.052276611328125,,1.745293378829956,0.7736031413078308,13.504376411437988,1.68925142288208,,,11542
97,0.0010000000474974513,1.1614452600479126,3.6961207389831543,,2.9557700157165527,0.712864100933075,13.058059692382812,1.3556360006332397,,,11661
98,0.0010000000474974513,1.1100127696990967,3.719846725463867,,2.7662558555603027,0.6959521770477295,12.756143569946289,1.4607725143432617,,,11780
99,0.0010000000474974513,1.4749345779418945,3.649604320526123,,4.003819942474365,0.8427131175994873,12.609397888183594,1.4096558094024658,,,11899
100,0.0010000000474974513,1.2419843673706055,3.3416409492492676,0.6241855621337891,3.0130114555358887,0.7992275357246399,11.991934776306152,1.179067611694336,0.27702808380126953,0.7109748721122742,12018
101,0.0010000000474974513,1.1399555206298828,3.3124823570251465,,1.7923121452331543,0.9768664240837097,11.456745147705078,1.276416540145874,,,12137
102,0.0010000000474974513,1.0479152202606201,2.9062628746032715,,2.5144505500793457,0.6812814474105835,10.904167175292969,0.9067869186401367,,,12256
103,0.0010000000474974513,0.5628784894943237,2.872330665588379,,0.9278976917266846,0.47162362933158875,10.592154502868652,0.9423748254776001,,,12375
104,0.0010000000474974513,1.0026336908340454,3.2241601943969727,,2.086869239807129,0.7315748333930969,10.418986320495605,1.4254534244537354,,,12494
105,0.0010000000474974513,1.1404532194137573,3.091899871826172,,2.4230353832244873,0.8198076486587524,9.98574447631836,1.368438959121704,,,12613
106,0.0010000000474974513,1.0293411016464233,2.858649492263794,,1.7513525485992432,0.8488381505012512,9.510366439819336,1.1957201957702637,,,12732
107,0.0010000000474974513,0.9003440141677856,2.67341685295105,,1.4447932243347168,0.7642316222190857,9.081527709960938,1.0713889598846436,,,12851
108,0.0010000000474974513,1.3058329820632935,2.6592676639556885,,2.793623447418213,0.9338852167129517,8.917949676513672,1.0945969820022583,,,12970
109,0.0010000000474974513,0.7809455394744873,2.5191140174865723,,1.7709109783172607,0.533454179763794,8.584684371948242,1.0027214288711548,,,13089
110,0.0010000000474974513,1.4413074254989624,3.0495877265930176,1.2160940170288086,3.818631410598755,0.8469763994216919,8.470519065856934,1.6943548917770386,2.5246481895446777,0.8889554142951965,13208
111,0.0010000000474974513,2.167088508605957,3.3246560096740723,,7.273761749267578,0.8904200792312622,8.088109970092773,2.1337924003601074,,,13327
112,0.0010000000474974513,1.3041355609893799,2.247046947479248,,3.3461313247680664,0.7936365604400635,7.738399982452393,0.8742086887359619,,,13446
113,0.0010000000474974513,0.7083988189697266,2.2149319648742676,,1.6440484523773193,0.4744863510131836,7.36276912689209,0.9279725551605225,,,13565
114,0.0010000000474974513,0.7718437910079956,2.29760479927063,,1.4620718955993652,0.599286675453186,7.527048110961914,0.9902437925338745,,,13684
115,0.0010000000474974513,1.6825127601623535,2.3708431720733643,,3.8301641941070557,1.1455998420715332,7.27018404006958,1.146008014678955,,,13803
116,0.0010000000474974513,1.4693927764892578,2.2388172149658203,,3.801103115081787,0.8864650130271912,6.937056541442871,1.0642571449279785,,,13922
117,0.0010000000474974513,0.878544807434082,2.2814321517944336,,1.9355573654174805,0.6142917275428772,6.887718200683594,1.1298606395721436,,,14041
118,0.0010000000474974513,0.8142658472061157,2.2393810749053955,,2.1405558586120605,0.48269331455230713,6.748959541320801,1.1119863986968994,,,14160
119,0.0010000000474974513,1.2210912704467773,2.3565237522125244,,3.176032304763794,0.7323559522628784,7.181066513061523,1.1503880023956299,,,14279
120,0.0010000000474974513,0.9715896844863892,2.459559917449951,0.9375678300857544,2.280608654022217,0.6443349123001099,7.037165641784668,1.3151583671569824,1.992849349975586,0.6737474203109741,14398
121,0.0010000000474974513,1.290168046951294,2.2684099674224854,,3.819702386856079,0.6577843427658081,6.701759338378906,1.1600725650787354,,,14517
122,0.0010000000474974513,0.7235699892044067,2.2241830825805664,,1.2362291812896729,0.5954051613807678,6.543038368225098,1.1444690227508545,,,14636
123,0.0010000000474974513,1.335031509399414,2.3435330390930176,,3.5382466316223145,0.7842278480529785,6.228505611419678,1.3722898960113525,,,14755
124,0.0010000000474974513,0.971960186958313,2.078000068664551,,1.9474214315414429,0.7280948162078857,5.9281721115112305,1.1154569387435913,,,14874
125,0.0010000000474974513,1.1062953472137451,2.4963364601135254,,2.4604525566101074,0.7677559852600098,5.662005424499512,1.7049190998077393,,,14993
126,0.0010000000474974513,0.9943214654922485,1.8251926898956299,,1.6364655494689941,0.8337852954864502,5.554163932800293,0.8929499387741089,,,15112
127,0.0010000000474974513,0.8358887434005737,1.9327679872512817,,1.6774098873138428,0.6255084276199341,5.294313907623291,1.092381477355957,,,15231
128,0.0010000000474974513,0.7933098673820496,1.688915491104126,,1.8941230773925781,0.5181065797805786,5.0483856201171875,0.8490480184555054,,,15350
129,0.0010000000474974513,0.4736756682395935,2.028715133666992,,0.785640299320221,0.39568448066711426,4.807530403137207,1.334011197090149,,,15469
130,0.0010000000474974513,0.724300742149353,1.9271764755249023,0.7282009124755859,1.3623156547546387,0.564797043800354,4.608640670776367,1.2568104267120361,0.8334774374961853,0.7018817663192749,15588
131,0.0010000000474974513,0.7827479839324951,1.488312005996704,,1.361411213874817,0.6380821466445923,4.44696044921875,0.7486498355865479,,,15707
132,0.0010000000474974513,0.5871893167495728,1.824267029762268,,0.9140118360519409,0.5054836869239807,4.277527332305908,1.210951805114746,,,15826
133,0.0010000000474974513,0.649451494216919,1.5745503902435303,,1.0983901023864746,0.53721684217453,4.088625431060791,0.9460316896438599,,,15945
134,0.0010000000474974513,1.121415376663208,1.8207194805145264,,2.214702606201172,0.8480935096740723,3.995248794555664,1.2770869731903076,,,16064
135,0.0010000000474974513,1.0340067148208618,1.482762098312378,,2.4381370544433594,0.6829741597175598,3.853332042694092,0.8901194930076599,,,16183
136,0.0010000000474974513,0.7225654125213623,1.867795467376709,,1.297365427017212,0.5788654088973999,3.6717562675476074,1.4168052673339844,,,16302
137,0.0010000000474974513,0.8693605661392212,1.4687423706054688,,1.7613537311553955,0.6463622450828552,3.5140795707702637,0.9574081301689148,,,16421
138,0.0010000000474974513,1.1336174011230469,1.3302836418151855,,3.053473949432373,0.6536530256271362,3.4496383666992188,0.800445020198822,,,16540
139,0.0010000000474974513,0.7347016334533691,1.255030870437622,,1.6668035984039307,0.501676082611084,3.365709066390991,0.7273613214492798,,,16659
140,0.0010000000474974513,0.9074215888977051,1.5231090784072876,0.64382404088974,1.372408390045166,0.7911748886108398,3.2198307514190674,1.098928689956665,0.5736511945724487,0.6613671779632568,16778
141,0.0010000000474974513,0.7636988162994385,1.3089067935943604,,1.2604728937149048,0.6395052671432495,3.071070671081543,0.8683658838272095,,,16897
142,0.0010000000474974513,0.5456496477127075,1.2229080200195312,,1.0303568840026855,0.42447277903556824,3.02561092376709,0.7722322344779968,,,17016
143,0.0010000000474974513,0.6800386309623718,1.5843913555145264,,1.537090539932251,0.4657755494117737,2.885894775390625,1.2590155601501465,,,17135
144,0.0010000000474974513,1.08717942237854,1.2597293853759766,,2.1940088272094727,0.8104722499847412,2.9111526012420654,0.84687340259552,,,17254
145,0.0010000000474974513,0.43563294410705566,1.243154764175415,,0.5419372320175171,0.4090569019317627,2.779905319213867,0.8589669466018677,,,17373
146,0.0010000000474974513,0.5750589370727539,1.366455316543579,,0.633798360824585,0.5603740215301514,2.755655288696289,1.0191552639007568,,,17492
147,0.0010000000474974513,0.8711360692977905,1.768253207206726,,1.8496365547180176,0.6265109777450562,2.662130355834961,1.5447840690612793,,,17611
148,0.0010000000474974513,1.4347033500671387,1.7635362148284912,,3.101958751678467,1.0178892612457275,3.459016799926758,1.3396658897399902,,,17730
149,0.0010000000474974513,1.153264045715332,1.3527694940567017,,2.75736665725708,0.752238392829895,3.3021109104156494,0.8654340505599976,,,17849
150,0.0010000000474974513,0.6081224679946899,1.191620111465454,0.53843092918396,1.2256832122802734,0.4537322521209717,3.16738224029541,0.6976796388626099,0.6121808290481567,0.5199934244155884,17968
151,0.0010000000474974513,0.5985003113746643,1.2884724140167236,,1.0800235271453857,0.47811955213546753,3.041292428970337,0.8502672910690308,,,18087
