#"Progress (%)"	"Step"	"Time (ps)"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"	"Elapsed Time (s)"	"Time Remaining"
47.0%	23500	47.000000000011475	651.2936401367188	327.2202174581702	1.3e+03	3.102632761001587	0:03
47.2%	23600	47.20000000001172	763.1055908203125	283.6883654963568	1.3e+03	3.1152749061584473	0:03
47.4%	23700	47.400000000011964	737.613525390625	296.59250154404805	1.3e+03	3.1291868686676025	0:03
47.6%	23800	47.60000000001221	747.5924682617188	320.6804435127836	1.3e+03	3.143310070037842	0:03
47.8%	23900	47.80000000001245	746.549072265625	328.00260539071536	1.3e+03	3.1556200981140137	0:03
48.0%	24000	48.0000000000127	700.1133422851562	340.9607068678559	1.3e+03	3.16825270652771	0:03
48.2%	24100	48.20000000001294	724.13330078125	315.71542130430464	1.3e+03	3.1814608573913574	0:03
48.4%	24200	48.400000000013186	728.2869873046875	334.10703062246176	1.3e+03	3.1955277919769287	0:03
48.6%	24300	48.60000000001343	707.978759765625	336.5639230596774	1.3e+03	3.208430051803589	0:03
48.8%	24400	48.800000000013675	730.3031005859375	309.24444897766125	1.3e+03	3.2209110260009766	0:03
49.0%	24500	49.00000000001392	725.3809204101562	306.64125015880154	1.3e+03	3.233538866043091	0:03
49.2%	24600	49.200000000014164	715.3740234375	290.2617515868314	1.3e+03	3.246367931365967	0:03
49.4%	24700	49.40000000001441	641.8095703125	360.5883303722959	1.3e+03	3.260542869567871	0:03
49.6%	24800	49.60000000001465	700.5201416015625	329.74905519405286	1.3e+03	3.2747371196746826	0:03
49.8%	24900	49.8000000000149	635.1461791992188	337.5863199453539	1.3e+03	3.287230968475342	0:03
50.0%	25000	50.00000000001514	684.7197265625	279.7196482533298	1.3e+03	3.3013648986816406	0:03
50.2%	25100	50.200000000015386	634.8208618164062	292.36473322027035	1.3e+03	3.31443190574646	0:03
50.4%	25200	50.40000000001563	665.425048828125	285.9103684709357	1.3e+03	3.326992988586426	0:03
50.6%	25300	50.600000000015875	613.800048828125	317.9244668316254	1.3e+03	3.3392298221588135	0:03
50.8%	25400	50.80000000001612	567.5911254882812	360.4317049129654	1.3e+03	3.351983070373535	0:03
51.0%	25500	51.000000000016364	462.3522033691406	359.3929887422813	1.3e+03	3.3643569946289062	0:03
51.2%	25600	51.20000000001661	485.1578369140625	355.31627396647247	1.3e+03	3.376863956451416	0:03
51.4%	25700	51.40000000001685	430.4145202636719	341.557645898259	1.31e+03	3.3892388343811035	0:03
51.6%	25800	51.6000000000171	485.4481201171875	323.0601280355718	1.31e+03	3.4017789363861084	0:03
51.8%	25900	51.80000000001734	465.1071472167969	341.0173396289498	1.31e+03	3.415864944458008	0:03
52.0%	26000	52.000000000017586	502.33636474609375	340.9824264809419	1.31e+03	3.4285359382629395	0:03
52.2%	26100	52.20000000001783	514.4708251953125	347.820984919302	1.3e+03	3.4429879188537598	0:03
