measure_name,epoch,valid_loss,test_loss,min_epoch,min_valid_loss,min_test_loss
u0, 0,3.398338556289673,3.3049967288970947,0,3.398338556289673,3.3049967288970947
u0, 1,2.9239959716796875,2.8263301849365234,1,2.9239959716796875,2.8263301849365234
u0, 2,0.8686938881874084,0.818825900554657,2,0.8686938881874084,0.818825900554657
u0, 3,0.6468369960784912,0.6235910058021545,3,0.6468369960784912,0.6235910058021545
u0, 4,1.2442985773086548,1.2119678258895874,3,0.6468369960784912,0.6235910058021545
u0, 5,1.187289834022522,1.1709444522857666,3,0.6468369960784912,0.6235910058021545
u0, 6,0.7395153641700745,0.721114456653595,3,0.6468369960784912,0.6235910058021545
u0, 7,0.43134230375289917,0.41180741786956787,7,0.43134230375289917,0.41180741786956787
u0, 8,1.4130241870880127,1.392885446548462,7,0.43134230375289917,0.41180741786956787
u0, 9,0.45820239186286926,0.44736695289611816,7,0.43134230375289917,0.41180741786956787
u0, 10,0.7513959407806396,0.7440011501312256,7,0.43134230375289917,0.41180741786956787
u0, 11,0.4229174256324768,0.41031962633132935,11,0.4229174256324768,0.41031962633132935
u0, 12,0.547527551651001,0.5383898615837097,11,0.4229174256324768,0.41031962633132935
u0, 13,0.5573006868362427,0.543637216091156,11,0.4229174256324768,0.41031962633132935
u0, 14,0.6978268027305603,0.6891731023788452,11,0.4229174256324768,0.41031962633132935
u0, 15,0.36847540736198425,0.367917537689209,15,0.36847540736198425,0.367917537689209
u0, 16,0.42985349893569946,0.41648170351982117,15,0.36847540736198425,0.367917537689209
u0, 17,0.3582204580307007,0.3495892584323883,17,0.3582204580307007,0.3495892584323883
u0, 18,0.25801149010658264,0.25297096371650696,18,0.25801149010658264,0.25297096371650696
u0, 19,0.27610546350479126,0.2657040059566498,18,0.25801149010658264,0.25297096371650696
u0, 20,0.7019262313842773,0.695950984954834,18,0.25801149010658264,0.25297096371650696
u0, 21,0.9235050082206726,0.926643967628479,18,0.25801149010658264,0.25297096371650696
u0, 22,0.21727493405342102,0.2114151567220688,22,0.21727493405342102,0.2114151567220688
u0, 23,0.4743841588497162,0.4649241268634796,22,0.21727493405342102,0.2114151567220688
u0, 24,0.8099939227104187,0.8040359616279602,22,0.21727493405342102,0.2114151567220688
u0, 25,0.3887008726596832,0.38380196690559387,22,0.21727493405342102,0.2114151567220688
u0, 26,0.28568699955940247,0.2783558666706085,22,0.21727493405342102,0.2114151567220688
u0, 27,0.09926541894674301,0.09657624363899231,27,0.09926541894674301,0.09657624363899231
u0, 28,0.13651704788208008,0.13306455314159393,27,0.09926541894674301,0.09657624363899231
u0, 29,0.3760172426700592,0.37026622891426086,27,0.09926541894674301,0.09657624363899231
u0, 30,0.10633789002895355,0.1022300198674202,27,0.09926541894674301,0.09657624363899231
u0, 31,0.18239659070968628,0.17698173224925995,27,0.09926541894674301,0.09657624363899231
u0, 32,0.6518751978874207,0.6472756266593933,27,0.09926541894674301,0.09657624363899231
u0, 33,0.33564943075180054,0.3321572244167328,27,0.09926541894674301,0.09657624363899231
u0, 34,0.15682724118232727,0.14843429625034332,27,0.09926541894674301,0.09657624363899231
u0, 35,0.12680238485336304,0.12482900172472,27,0.09926541894674301,0.09657624363899231
u0, 36,0.12269914150238037,0.12148737162351608,27,0.09926541894674301,0.09657624363899231
u0, 37,0.08526105433702469,0.08467394858598709,37,0.08526105433702469,0.08467394858598709
u0, 38,0.31385695934295654,0.3129345178604126,37,0.08526105433702469,0.08467394858598709
u0, 39,0.12399037182331085,0.11944182217121124,37,0.08526105433702469,0.08467394858598709
u0, 40,0.1615247130393982,0.15556497871875763,37,0.08526105433702469,0.08467394858598709
u0, 41,0.09433984756469727,0.0901622623205185,37,0.08526105433702469,0.08467394858598709
u0, 42,0.26476699113845825,0.26380985975265503,37,0.08526105433702469,0.08467394858598709
u0, 43,0.21477389335632324,0.20624519884586334,37,0.08526105433702469,0.08467394858598709
u0, 44,0.08622071892023087,0.0835016593337059,37,0.08526105433702469,0.08467394858598709
u0, 45,0.22952988743782043,0.22729569673538208,37,0.08526105433702469,0.08467394858598709
u0, 46,0.3297557532787323,0.32588377594947815,37,0.08526105433702469,0.08467394858598709
u0, 47,0.11946886777877808,0.11427830904722214,37,0.08526105433702469,0.08467394858598709
u0, 48,0.12843720614910126,0.12248773872852325,37,0.08526105433702469,0.08467394858598709
u0, 49,0.35566022992134094,0.3519652783870697,37,0.08526105433702469,0.08467394858598709
u0, 50,0.24944964051246643,0.2513366639614105,37,0.08526105433702469,0.08467394858598709
u0, 51,0.12504258751869202,0.11860455572605133,37,0.08526105433702469,0.08467394858598709
u0, 52,0.5106837153434753,0.5047038793563843,37,0.08526105433702469,0.08467394858598709
u0, 53,0.4491244852542877,0.446277916431427,37,0.08526105433702469,0.08467394858598709
u0, 54,0.0668276771903038,0.06289158761501312,54,0.0668276771903038,0.06289158761501312
u0, 55,0.2827000021934509,0.2798120379447937,54,0.0668276771903038,0.06289158761501312
u0, 56,0.050141409039497375,0.04744650423526764,56,0.050141409039497375,0.04744650423526764
u0, 57,0.19244520366191864,0.1894325613975525,56,0.050141409039497375,0.04744650423526764
u0, 58,0.2085476964712143,0.20555521547794342,56,0.050141409039497375,0.04744650423526764
u0, 59,0.07661706209182739,0.07205206155776978,56,0.050141409039497375,0.04744650423526764
u0, 60,0.10537457466125488,0.10276225209236145,56,0.050141409039497375,0.04744650423526764
u0, 61,0.06193955987691879,0.057773228734731674,56,0.050141409039497375,0.04744650423526764
u0, 62,0.21528275310993195,0.2110697627067566,56,0.050141409039497375,0.04744650423526764
u0, 63,0.3205418288707733,0.31628379225730896,56,0.050141409039497375,0.04744650423526764
u0, 64,0.15372838079929352,0.15116740763187408,56,0.050141409039497375,0.04744650423526764
u0, 65,0.19567224383354187,0.19287404417991638,56,0.050141409039497375,0.04744650423526764
u0, 66,0.22049179673194885,0.2155960351228714,56,0.050141409039497375,0.04744650423526764
u0, 67,0.08595431596040726,0.0840463936328888,56,0.050141409039497375,0.04744650423526764
u0, 68,0.1598169058561325,0.15863998234272003,56,0.050141409039497375,0.04744650423526764
u0, 69,0.21503131091594696,0.21106474101543427,56,0.050141409039497375,0.04744650423526764
u0, 70,0.16685840487480164,0.16447342932224274,56,0.050141409039497375,0.04744650423526764
u0, 71,0.1533898413181305,0.15142172574996948,56,0.050141409039497375,0.04744650423526764
u0, 72,0.07266536355018616,0.06857913732528687,56,0.050141409039497375,0.04744650423526764
u0, 73,0.07705125212669373,0.07342486828565598,56,0.050141409039497375,0.04744650423526764
u0, 74,0.06709828227758408,0.06301028281450272,56,0.050141409039497375,0.04744650423526764
u0, 75,0.10136494785547256,0.09914553165435791,56,0.050141409039497375,0.04744650423526764
u0, 76,0.0723486840724945,0.07022455334663391,56,0.050141409039497375,0.04744650423526764
u0, 77,0.06131885573267937,0.05798620358109474,56,0.050141409039497375,0.04744650423526764
