step,ns,e_pot,e_kin,e_tot,T,time_cost_so_far
5200,0.0104,-57.13595098257065,9.346038818359375,-47.78991216421127,149.30605313091783,14.451901197433472
5250,0.010499999999999999,-66.3260498046875,8.82859992980957,-57.49744987487793,141.03979619711856,14.58655309677124
5300,0.0106,-64.13758450746536,9.948688507080078,-54.188896000385284,158.93358070620556,14.71466612815857
5350,0.0107,-65.50792896747589,7.241248607635498,-58.26668035984039,115.68133520074552,14.84315013885498
5400,0.010799999999999999,-70.916359603405,8.76015853881836,-62.15620106458664,139.9464223990541,14.970259189605713
5450,0.0109,-63.513598188757896,10.640230178833008,-52.87336800992489,169.981187033515,15.096925258636475
5500,0.011,-57.140393167734146,10.557205200195312,-46.583187967538834,168.65483561206335,15.223883152008057
5550,0.011099999999999999,-62.005491226911545,10.178427696228027,-51.82706353068352,162.60374003764295,15.362821340560913
5600,0.0112,-63.95157277584076,10.36987018585205,-53.58170258998871,165.66209696113123,15.501069068908691
5650,0.0113,-62.21331372857094,10.305543899536133,-51.907769829034805,164.63446331771723,15.631288290023804
5700,0.011399999999999999,-60.579637706279755,9.813776016235352,-50.7658616900444,156.7783091609475,15.764881372451782
5750,0.0115,-68.56500761210918,9.51889419555664,-59.046113416552544,152.0674748019986,15.902082204818726
5800,0.0116,-65.69685590267181,9.340312957763672,-56.35654294490814,149.21458061909357,16.03125238418579
5850,0.0117,-60.66375568509102,8.266353607177734,-52.397402077913284,132.0577257230877,16.159099340438843
5900,0.0118,-61.34282000362873,9.341995239257812,-52.00082476437092,149.24145562090203,16.293378114700317
5950,0.011899999999999999,-60.508012510836124,10.635188102722168,-49.87282440811396,169.9006382043986,16.438932418823242
6000,0.012,-54.9109518378973,10.863534927368164,-44.04741691052914,173.54855405361357,16.57543420791626
6050,0.0121,-59.36072263866663,9.735240936279297,-49.62548170238733,155.52368535203226,16.72589421272278
6100,0.012199999999999999,-55.63612933456898,9.682861328125,-45.95326800644398,154.686903833139,16.868240118026733
6150,0.0123,-58.93909399211407,9.112415313720703,-49.826678678393364,145.57384057818462,17.01030421257019
6200,0.0124,-69.37999483570457,11.820307731628418,-57.55968710407615,188.83331521536692,17.185368061065674
6250,0.012499999999999999,-63.18346539884806,8.023326873779297,-55.16013852506876,128.17529348904418,17.371660232543945
6300,0.0126,-62.92652939260006,9.710979461669922,-53.21554993093014,155.1361002919375,17.535080194473267
6350,0.0127,-59.82920581102371,9.007345199584961,-50.82186061143875,143.89531084505253,17.719391345977783
6400,0.012799999999999999,-68.82712081074715,10.391125679016113,-58.43599513173103,166.00166047604444,17.870262145996094
6450,0.0129,-66.1162480711937,11.558298110961914,-54.55794996023178,184.64762509527048,18.00888705253601
6500,0.013,-58.23763331770897,9.038654327392578,-49.19897899031639,144.39548448982106,18.14575719833374
6550,0.013099999999999999,-60.34123207628727,8.702692985534668,-51.6385390907526,139.0283912290018,18.292164087295532
6600,0.0132,-88.89929187297821,7.223851680755615,-81.6754401922226,115.40341355505964,18.42772936820984
6650,0.0133,-66.19608426094055,9.611005783081055,-56.5850784778595,153.53898779784421,18.56107807159424
6700,0.013399999999999999,-49.32421001791954,10.31735610961914,-39.0068539083004,164.8231672703247,18.69107937812805
6750,0.0135,-61.94712486863136,10.60818099975586,-51.3389438688755,169.46919082559265,18.82496213912964
6800,0.0136,-64.48788292706013,10.69862174987793,-53.7892611771822,170.91401164277136,18.95743227005005
6850,0.013699999999999999,-64.5693524479866,8.975367546081543,-55.59398490190506,143.38445728176492,19.089739084243774
6900,0.0138,-86.10524428635836,10.515425682067871,-75.58981860429049,167.98739402803463,19.221997261047363
6950,0.0139,-87.71030521392822,8.932191848754883,-78.77811336517334,142.69471127446656,19.354924201965332
7000,0.013999999999999999,-65.74260151386261,8.55797004699707,-57.18463146686554,136.71639454564647,19.486547231674194
7050,0.0141,-45.551689594984055,9.748403549194336,-35.80328604578972,155.7339624353431,19.615941286087036
7100,0.014199999999999999,-67.87450288236141,10.593160629272461,-57.28134225308895,169.22923545230285,19.74605917930603
7150,0.0143,-85.95166811347008,9.91613483428955,-76.03553327918053,158.41352504479303,19.875807285308838
7200,0.0144,-74.82895982265472,9.575515747070312,-65.25344407558441,152.97202276536126,20.006619215011597
7250,0.014499999999999999,-46.95600312948227,11.058174133300781,-35.89782899618149,176.65797957464264,20.13523817062378
7300,0.0146,-61.34288850426674,10.078461647033691,-51.26442685723305,161.00674942564402,20.262733221054077
7350,0.0147,-89.64521019160748,10.75217342376709,-78.89303676784039,171.76951729841213,20.390626192092896
7400,0.014799999999999999,-67.42221403121948,9.239725112915039,-58.18248891830444,147.60765661640355,20.51884698867798
7450,0.0149,-42.75096710771322,9.119248390197754,-33.63171871751547,145.68300122895423,20.646156072616577
7500,0.015,-70.03307223320007,10.331343650817871,-59.7017285823822,165.04662285508923,20.773892164230347
7550,0.015099999999999999,-86.70217943191528,8.75788402557373,-77.94429540634155,139.9100862996702,20.90227508544922
7600,0.0152,-42.35455224663019,8.744140625,-33.61041162163019,139.6905309419255,21.03089737892151
7650,0.0153,-43.2838094830513,10.936023712158203,-32.3477857708931,174.70658630274102,21.158025979995728
7700,0.015399999999999999,-53.46944862604141,7.976090431213379,-45.49335819482803,127.4206757370177,21.28551411628723
7750,0.0155,-73.48843389749527,10.656914710998535,-62.831519186496735,170.24772793863912,21.413453102111816
7800,0.0156,-41.596339255571365,9.596955299377441,-31.999383956193924,153.31452668580113,21.54189920425415
7850,0.0157,-68.80125217139721,10.241765022277832,-58.55948714911938,163.61557471457428,21.670371294021606
7900,0.015799999999999998,-86.5506752282381,8.721439361572266,-77.82923586666584,139.32787077012927,21.79832434654236
7950,0.0159,-40.63711082935333,9.100934028625488,-31.536176800727844,145.39042326142044,21.927256107330322
8000,0.016,-55.920879662036896,9.255229949951172,-46.665649712085724,147.8553515026858,22.055588245391846
8050,0.0161,-82.5945151001215,10.269256591796875,-72.32525850832462,164.0547616063727,22.183191061019897
8100,0.0162,-46.202211275696754,8.438952445983887,-37.76325882971287,134.8150491087453,22.324539184570312
8150,0.0163,-63.28150603175163,9.710714340209961,-53.57079169154167,155.13186488915818,22.465302228927612
8200,0.016399999999999998,-63.25755301117897,7.991316318511963,-55.26623669266701,127.66391430922458,22.59777307510376
8250,0.0165,-67.65846860408783,9.706625938415527,-57.9518426656723,155.06655132183795,22.73290228843689
8300,0.0166,-55.771818816661835,8.469674110412598,-47.30214470624924,135.3058378322474,22.87533736228943
8350,0.0167,-54.95964898914099,8.033353805541992,-46.926295183598995,128.33547703156918,23.044925212860107
8400,0.0168,-56.0430084168911,9.331256866455078,-46.71175155043602,149.06990657307708,23.181653022766113
8450,0.0169,-58.53221142292023,8.456850051879883,-50.075361371040344,135.1009692668742,23.3168203830719
8500,0.016999999999999998,-52.030405044555664,7.319631576538086,-44.71077346801758,116.93352898540425,23.450043201446533
8550,0.0171,-67.70098524540663,9.723895072937012,-57.977090172469616,155.34243144244314,23.592600107192993
8600,0.0172,-83.6368425488472,9.841500282287598,-73.7953422665596,157.22121345662418,23.73856019973755
8650,0.0173,-65.10873015224934,8.930150985717773,-56.17857916653156,142.66210781422274,23.876994132995605
8700,0.0174,-57.47137054800987,9.748817443847656,-47.722553104162216,155.74057453896265,24.006691217422485
8750,0.017499999999999998,-56.274054169654846,9.35153579711914,-46.922518372535706,149.393869179911,24.141531229019165
8800,0.017599999999999998,-58.64118342101574,6.674493789672852,-51.96668963134289,106.62724002657322,24.27539038658142
8850,0.0177,-56.02843780815601,9.831161499023438,-46.197276309132576,157.05604798349182,24.404820442199707
8900,0.0178,-59.757245630025864,8.638399124145508,-51.118846505880356,138.00127558448892,24.535317182540894
8950,0.0179,-60.0026535615325,9.588237762451172,-50.414415799081326,153.17526115772228,24.666362285614014
9000,0.018,-67.89021255075932,9.732002258300781,-58.158210292458534,155.47194640297246,24.804232358932495
9050,0.018099999999999998,-62.8064903318882,11.450508117675781,-51.35598221421242,182.92564439549574,24.93918228149414
9100,0.0182,-39.804745227098465,9.414645195007324,-30.39010003209114,150.40206262927305,25.08098316192627
9150,0.0183,-41.75995871424675,10.478596687316895,-31.281362026929855,167.39903868798984,25.223135232925415
9200,0.0184,-93.02192533016205,10.200888633728027,-82.82103669643402,162.96256092346653,25.359244108200073
9250,0.0185,-64.84028500318527,9.052119255065918,-55.788165748119354,144.6105911511213,25.489477157592773
9300,0.0186,-44.12824058532715,9.858325958251953,-34.269914627075195,157.49000918049413,25.6233651638031
9350,0.018699999999999998,-86.07294748723507,9.199962615966797,-76.87298487126827,146.9724376110737,25.759806394577026
9400,0.0188,-40.10250812768936,8.824786186218262,-31.2777219414711,140.97887038519565,25.897000312805176
9450,0.0189,-68.347213357687,7.4442596435546875,-60.90295371413231,118.92450346745233,26.035362243652344
9500,0.019,-68.325754404068,11.534555435180664,-56.79119896888733,184.26832801759286,26.17125129699707
9550,0.0191,-64.77707174420357,9.119119644165039,-55.65795210003853,145.68094446861173,26.306767225265503
9600,0.0192,-60.80254524946213,9.259593963623047,-51.54295128583908,147.9250680606651,26.439629077911377
9650,0.019299999999999998,-57.81885477900505,9.100875854492188,-48.71797892451286,145.38949391045085,26.57170820236206
9700,0.0194,-57.487711668014526,7.438958168029785,-50.04875349998474,118.83981064712738,26.715660095214844
9750,0.0195,-57.53797051310539,9.341773986816406,-48.196196526288986,149.23792104016533,26.845948219299316
9800,0.0196,-55.17543172836304,6.888212203979492,-48.287219524383545,110.04146219509661,26.979984283447266
9850,0.0197,-54.42586913704872,6.5091118812561035,-47.91675725579262,103.98520948455818,27.115551233291626
9900,0.019799999999999998,-85.36136475205421,10.622380256652832,-74.73898449540138,169.69602863847592,27.248911142349243
9950,0.019899999999999998,-69.03961026668549,7.382889270782471,-61.656720995903015,117.94409151797561,27.38407325744629
10000,0.02,-40.64795012772083,9.478339195251465,-31.169610932469368,151.41959529411616,27.527297019958496
10050,0.0201,-42.65288172662258,11.304376602172852,-31.34850512444973,180.59114523046742,27.671321153640747
10100,0.0202,-62.13159754872322,6.427261829376221,-55.704335719347,102.67762790563945,27.81351327896118
10150,0.0203,-58.8209670484066,7.5636396408081055,-51.257327407598495,120.83163830383604,27.944963216781616
10200,0.020399999999999998,-55.75696140527725,9.279183387756348,-46.477778017520905,148.2380155732204,28.0820631980896
10250,0.020499999999999997,-36.20266157388687,7.288945198059082,-28.91371637582779,116.44330396658864,28.212602138519287
10300,0.0206,-63.150156021118164,8.83504581451416,-54.315110206604004,141.14277133159894,28.361358165740967
10350,0.0207,-62.082401901483536,9.98322582244873,-52.099176079034805,159.48532571215412,28.496103286743164
10400,0.0208,-43.950041592121124,7.998039245605469,-35.952002346515656,127.77131528725673,28.63920521736145
10450,0.0209,-58.61729760468006,9.179403305053711,-49.43789429962635,146.64399583727172,28.784964323043823
10500,0.020999999999999998,-45.56833030283451,9.345499992370605,-36.222830310463905,149.29744520800298,28.919445037841797
10550,0.0211,-54.778651624917984,8.822099685668945,-45.95655193924904,140.93595265271583,29.057926177978516
10600,0.0212,-85.61268885433674,10.526921272277832,-75.0857675820589,168.17103987372573,29.198156118392944
10650,0.0213,-79.74036943912506,9.454541206359863,-70.2858282327652,151.03941457125435,29.340872287750244
10700,0.0214,-52.93878360837698,10.348705291748047,-42.59007831662893,165.32398079608865,29.47682023048401
10750,0.0215,-57.88240224123001,9.717917442321777,-48.164484798908234,155.2469368215047,29.61111807823181
10800,0.021599999999999998,-60.23225811123848,10.598504066467285,-49.633754044771194,169.31459862414684,29.74141526222229
10850,0.0217,-51.507693238556385,9.114641189575195,-42.39305204898119,145.6093996792169,29.87133526802063
10900,0.0218,-44.08317609131336,11.900261878967285,-32.18291421234608,190.11060909383488,30.005574226379395
10950,0.0219,-62.8431296646595,9.335583686828613,-53.50754597783089,149.13902895584633,30.138647079467773
11000,0.022,-87.44528713077307,8.240654945373535,-79.20463218539953,131.6471811234661,30.270270347595215
11050,0.022099999999999998,-65.071867659688,9.195335388183594,-55.8765322715044,146.89851612083865,30.403510093688965
11100,0.022199999999999998,-36.29575589299202,8.509562492370605,-27.786193400621414,135.9430678921343,30.539897203445435
11150,0.0223,-45.14795261621475,9.388644218444824,-35.75930839776993,149.98668845166208,30.67503833770752
11200,0.0224,-65.07105325162411,9.90639591217041,-55.1646573394537,158.25794255133047,30.80760431289673
11250,0.0225,-64.24728748202324,10.483001708984375,-53.764285773038864,167.46941036222637,30.93666934967041
11300,0.0226,-66.93471346795559,11.586141586303711,-55.34857188165188,185.0924337986717,31.069642066955566
11350,0.022699999999999998,-44.119579911231995,10.061372756958008,-34.05820715427399,160.73374876951831,31.19928812980652
11400,0.022799999999999997,-51.59211665391922,10.133886337280273,-41.45823031663895,161.89217713545247,31.33155131340027
11450,0.0229,-46.282882295548916,11.254728317260742,-35.028153978288174,179.79799750135842,31.45989418029785
11500,0.023,-79.84832724928856,9.761404991149902,-70.08692225813866,155.9416647594104,31.595290184020996
11550,0.0231,-64.77199923992157,9.111225128173828,-55.66077411174774,145.55482697146297,31.727184295654297
11600,0.0232,-61.248065173625946,9.392311096191406,-51.85575407743454,150.04526803326837,31.863638162612915
11650,0.023299999999999998,-61.026008516550064,11.64527702331543,-49.380731493234634,186.03714191212907,32.00925421714783
11700,0.0234,-52.22632050514221,10.429594993591309,-41.7967255115509,166.61622046637865,32.14676523208618
11750,0.0235,-54.19744096696377,10.815630912780762,-43.381810054183006,172.78327161832976,32.28432011604309
11800,0.0236,-58.98012940585613,10.952024459838867,-48.028104946017265,174.9622035251573,32.423946142196655
11850,0.0237,-49.77928353846073,11.456218719482422,-38.32306481897831,183.01687314313125,32.59319019317627
11900,0.023799999999999998,-89.33413016796112,11.902748107910156,-77.43138206005096,190.1503274213375,32.73179912567139
11950,0.023899999999999998,-64.0342684686184,11.843645095825195,-52.1906233727932,189.2061373067812,32.87333035469055
12000,0.024,-33.41839514672756,9.181717872619629,-24.236677274107933,146.68097181765103,33.012845277786255
12050,0.0241,-32.68816667795181,10.619790077209473,-22.06837660074234,169.65464966743752,33.149166107177734
12100,0.0242,-42.18639087677002,12.701350212097168,-29.48504066467285,202.90825947314764,33.29193925857544
12150,0.0243,-48.920796155929565,8.754829406738281,-40.165966749191284,139.86128775613705,33.427417278289795
12200,0.024399999999999998,-41.76475739479065,11.000884056091309,-30.76387333869934,175.74275169276086,33.55837631225586
12250,0.024499999999999997,-56.77470740675926,10.789335250854492,-45.98537215590477,172.36318974482376,33.69285726547241
12300,0.0246,-55.539145439863205,9.714494705200195,-45.82465073466301,155.19225746691822,33.823050022125244
12350,0.0247,-61.01102617383003,10.597116470336914,-50.41390970349312,169.29243131823338,33.96094107627869
12400,0.0248,-65.96698886156082,10.884903907775879,-55.08208495378494,173.88993056468053,34.099900245666504
12450,0.0249,-57.44365835189819,9.780245780944824,-47.66341257095337,156.24265259145568,34.23150014877319
12500,0.024999999999999998,-59.268126517534256,9.614885330200195,-49.65324118733406,153.60096484283108,34.36472034454346
12550,0.025099999999999997,-52.172382831573486,9.683316230773926,-42.48906660079956,154.6941710530158,34.50241732597351
12600,0.0252,-50.1219978928566,9.41401195526123,-40.70798593759537,150.39194641544037,34.63613224029541
12650,0.0253,-68.66303837299347,13.258663177490234,-55.404375195503235,211.81151793790687,34.76859426498413
12700,0.0254,-62.045127511024475,11.063314437866211,-50.981813073158264,176.74009763572403,34.908379316329956
12750,0.0255,-61.17791311442852,11.167431831359863,-50.01048128306866,178.4034073423217,35.0446891784668
12800,0.025599999999999998,-82.66204731166363,10.716713905334473,-71.94533340632915,171.20303979430665,35.177332401275635
12850,0.025699999999999997,-49.316127955913544,13.069365501403809,-36.246762454509735,208.7874251181982,35.30992007255554
12900,0.0258,-47.74587690830231,10.311055183410645,-37.43482172489166,164.72250789563736,35.44584321975708
12950,0.0259,-56.71957555413246,11.003816604614258,-45.715758949518204,175.7896001227841,35.57694435119629
13000,0.026,-52.34045174717903,10.649927139282227,-41.690524607896805,170.13609917545853,35.70501232147217
13050,0.026099999999999998,-68.48848734050989,11.733652114868164,-56.75483522564173,187.44896315225725,35.83451437950134
13100,0.026199999999999998,-65.92696285247803,10.9967679977417,-54.93019485473633,175.67699630284855,35.96438121795654
13150,0.0263,-80.07971245795488,9.673542976379395,-70.40616948157549,154.53804009012856,36.09419536590576
13200,0.0264,-54.807390451431274,11.931354522705078,-42.876035928726196,190.60732433417564,36.22745442390442
13250,0.0265,-47.36621689796448,10.75674057006836,-36.60947632789612,171.842478967154,36.3574903011322
13300,0.0266,-65.56734418869019,10.010551452636719,-55.55679273605347,159.9218616684,36.49265122413635
13350,0.026699999999999998,-65.13266217708588,7.7579264640808105,-57.374735713005066,123.93543439563143,36.628138065338135
13400,0.026799999999999997,-70.99861490726471,11.393777847290039,-59.60483705997467,182.0193596122883,36.762845277786255
13450,0.0269,-62.18663877248764,9.96651840209961,-52.22012037038803,159.2184191607469,36.89856314659119
13500,0.027,-57.8070670068264,9.68450927734375,-48.12255772948265,154.7132303655228,37.03315043449402
13550,0.0271,-51.86886382102966,10.807422637939453,-41.06144118309021,172.65214172005008,37.17019319534302
13600,0.0272,-86.65969218313694,9.710982322692871,-76.94870986044407,155.1361459977229,37.31147336959839
