#"Progress (%)"	"Step"	"Time (ps)"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"	"Elapsed Time (s)"	"Time Remaining"
41.0%	20500	41.00000000000414	-391.5466166967718	230.4437891195732	429	8.208180904388428	0:11
41.2%	20600	41.20000000000439	-377.6851359838812	259.2814137491675	429	8.249536991119385	0:11
41.4%	20700	41.40000000000463	-372.84404101317807	194.62126480897737	429	8.290863037109375	0:11
41.6%	20800	41.600000000004876	-382.91334643309995	365.0068166379832	429	8.3331139087677	0:11
41.8%	20900	41.80000000000512	-373.9468547338812	273.84689376289367	429	8.373830795288086	0:11
42.0%	21000	42.000000000005365	-374.59547533934995	285.1141829982408	429	8.415405035018921	0:11
42.2%	21100	42.20000000000561	-355.7346965307562	234.56475551221718	429	8.459459066390991	0:11
42.4%	21200	42.40000000000585	-378.82960619872495	410.7964017385673	429	8.501616954803467	0:11
42.6%	21300	42.6000000000061	-330.97880663817807	218.0897134389523	429	8.5399169921875	0:11
42.8%	21400	42.80000000000634	-369.12440600341245	370.80874841525963	429	8.57641887664795	0:11
43.0%	21500	43.00000000000659	-368.6993266577093	269.5198123524848	429	8.614102840423584	0:11
43.2%	21600	43.20000000000683	-371.7266398901312	264.3185537522026	429	8.65128493309021	0:11
43.4%	21700	43.400000000007076	-381.1450053686468	362.7071451916891	430	8.687294960021973	0:11
43.6%	21800	43.60000000000732	-356.1845561498968	204.13562651358012	430	8.7239248752594	0:11
43.8%	21900	43.800000000007564	-368.77687182372495	285.60586952360234	430	8.760667085647583	0:11
44.0%	22000	44.00000000000781	-382.36732592528745	316.31623010350546	430	8.798219919204712	0:11
44.2%	22100	44.20000000000805	-375.8343364233343	277.506590899993	430	8.836845874786377	0:11
44.4%	22200	44.4000000000083	-387.30433764403745	263.11182859458785	430	8.872549057006836	0:11
44.6%	22300	44.60000000000854	-363.17521777099057	277.26502002765767	430	8.911892890930176	0:11
44.8%	22400	44.80000000000879	-363.13993945067807	329.524706251052	431	8.947983980178833	0:11
45.0%	22500	45.00000000000903	-345.06132616942807	258.055087952034	431	8.983178853988647	0:11
45.2%	22600	45.200000000009275	-365.59852709716245	329.6796453309052	431	9.020467758178711	0:10
45.4%	22700	45.40000000000952	-369.5843364233343	381.3657019842084	431	9.056993007659912	0:10
45.6%	22800	45.600000000009764	-371.36952319091245	344.1953016497917	431	9.093831777572632	0:10
45.8%	22900	45.80000000001001	-396.7079631323187	493.6307933007081	431	9.134052991867065	0:10
46.0%	23000	46.00000000001025	-359.9678508276312	297.2354567314157	431	9.171169996261597	0:10
46.2%	23100	46.2000000000105	-385.8733684057562	355.26614808979906	431	9.210731983184814	0:10
46.4%	23200	46.40000000001074	-392.29985156005307	331.8903195823871	432	9.247096061706543	0:10
46.6%	23300	46.600000000010986	-379.2826701635687	262.1620035143207	432	9.284514904022217	0:10
46.8%	23400	46.80000000001123	-384.9180766577093	284.89216374881573	432	9.319496870040894	0:10
47.0%	23500	47.000000000011475	-383.88331713622495	421.04674196458024	432	9.357242107391357	0:10
47.2%	23600	47.20000000001172	-377.0974894995062	336.8006828620474	432	9.393009901046753	0:10
47.4%	23700	47.400000000011964	-391.89564623778745	372.45239029604676	433	9.428483009338379	0:10
47.6%	23800	47.60000000001221	-365.9571086401312	263.72652798909036	433	9.466640949249268	0:10
47.8%	23900	47.80000000001245	-379.5500041479437	275.3867517421154	433	9.501788139343262	0:10
48.0%	24000	48.0000000000127	-385.20607104247495	264.56049280169566	433	9.537248849868774	0:10
48.2%	24100	48.20000000001294	-376.26896777099057	224.1856194131047	433	9.588352918624878	0:10
48.4%	24200	48.400000000013186	-381.8659526342718	263.56207090542824	433	9.62627387046814	0:10
48.6%	24300	48.60000000001343	-364.63111987059995	308.933653152181	433	9.663549900054932	0:10
48.8%	24400	48.800000000013675	-352.5681926245062	278.75042709640985	433	9.699633836746216	0:10
49.0%	24500	49.00000000001392	-376.95121874755307	321.586279107932	433	9.736443042755127	0:10
49.2%	24600	49.200000000014164	-378.9787456030218	305.9238940199173	433	9.77902102470398	0:10
49.4%	24700	49.40000000001441	-384.3982707495062	281.8620004451721	433	9.820472002029419	0:10
49.6%	24800	49.60000000001465	-387.46806445067807	258.10935608820307	433	9.864166975021362	0:10
49.8%	24900	49.8000000000149	-381.52894701903745	267.103912580851	433	9.90706992149353	0:10
