#"Progress (%)"	"Step"	"Time (ps)"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"	"Elapsed Time (s)"	"Time Remaining"
57.2%	28600	57.20000000002394	-9032.677734375	294.9551424660855	336	14.642547369003296	0:10
57.4%	28700	57.400000000024185	-8976.8935546875	294.00398725847634	336	14.693495035171509	0:10
57.6%	28800	57.60000000002443	-8868.1171875	298.00720209007125	336	14.7431800365448	0:10
57.8%	28900	57.800000000024674	-8922.015625	300.3596177488544	336	14.793313026428223	0:10
58.0%	29000	58.00000000002492	-9029.15234375	300.9451976565625	336	14.843634366989136	0:10
58.2%	29100	58.20000000002516	-9007.310546875	301.4162061725139	336	14.895365238189697	0:10
58.4%	29200	58.40000000002541	-8888.220703125	298.2527390601171	336	14.94566035270691	0:10
58.6%	29300	58.60000000002565	-8729.791015625	299.6600370332618	336	14.996020317077637	0:10
58.8%	29400	58.800000000025896	-8909.0859375	302.3836335389917	337	15.045539140701294	0:10
59.0%	29500	59.00000000002614	-8738.892578125	299.26125667706094	337	15.096941232681274	0:10
59.2%	29600	59.200000000026385	-8907.353515625	298.25244588650645	337	15.146751403808594	0:10
59.4%	29700	59.40000000002663	-8831.267578125	298.78437282476483	337	15.197631359100342	0:10
59.6%	29800	59.600000000026874	-9093.509765625	302.2829765983161	337	15.249041318893433	0:10
59.8%	29900	59.80000000002712	-8940.0478515625	295.1853103746753	337	15.299699306488037	0:10
60.0%	30000	60.00000000002736	-9042.9697265625	295.3888622659577	337	15.349485158920288	0:10
60.2%	30100	60.20000000002761	-9141.1875	302.03947539537296	337	15.402095317840576	0:10
60.4%	30200	60.40000000002785	-8727.4345703125	293.4866762393339	337	15.452255249023438	0:10
60.6%	30300	60.600000000028096	-8871.900390625	300.5173833234783	337	15.503595113754272	0:10
60.8%	30400	60.80000000002834	-8662.568359375	298.37672683120456	337	15.553799152374268	0:10
61.0%	30500	61.000000000028585	-8761.2490234375	304.400481709889	337	15.604412317276001	0:10
61.2%	30600	61.20000000002883	-8769.306640625	301.54239432094084	337	15.65479326248169	0:09
61.4%	30700	61.400000000029074	-8985.1630859375	311.67215559372477	337	15.705097436904907	0:09
61.6%	30800	61.60000000002932	-8854.130859375	305.42144563884597	337	15.756377220153809	0:09
61.8%	30900	61.80000000002956	-8707.9833984375	305.56299821963256	337	15.808504104614258	0:09
62.0%	31000	62.00000000002981	-8711.271484375	301.1521315172293	337	15.85912823677063	0:09
62.2%	31100	62.20000000003005	-8675.3203125	305.6860614637102	337	15.911561250686646	0:09
62.4%	31200	62.400000000030296	-8708.580078125	295.21166410942135	337	15.961613178253174	0:09
62.6%	31300	62.60000000003054	-8824.7412109375	295.39741843627036	337	16.013360261917114	0:09
62.8%	31400	62.800000000030785	-8825.330078125	303.38793647588176	337	16.064797401428223	0:09
63.0%	31500	63.00000000003103	-8717.2919921875	293.24407535612494	337	16.11745023727417	0:09
63.2%	31600	63.200000000031274	-8853.935546875	300.39095506542196	337	16.168349266052246	0:09
63.4%	31700	63.40000000003152	-8964.896484375	307.1456143311278	337	16.219839334487915	0:09
63.6%	31800	63.60000000003176	-8781.59765625	305.86952782852416	337	16.27192711830139	0:09
63.8%	31900	63.80000000003201	-8684.1328125	302.66402477303404	337	16.324798345565796	0:09
64.0%	32000	64.00000000003224	-8820.783203125	299.97188979761927	337	16.376355171203613	0:09
64.2%	32100	64.20000000003178	-8848.35546875	302.4698527505729	337	16.428234338760376	0:09
64.4%	32200	64.40000000003131	-8959.5146484375	308.2721010056145	337	16.479019165039062	0:09
64.6%	32300	64.60000000003085	-8991.6064453125	302.26330192103865	337	16.530050039291382	0:09
64.8%	32400	64.80000000003038	-8801.771484375	296.79310878516185	336	16.62587332725525	0:09
65.0%	32500	65.00000000002991	-9002.888671875	297.2413408504749	336	16.675864219665527	0:09
65.2%	32600	65.20000000002945	-8843.134765625	306.49505849199954	336	16.726102113723755	0:08
65.4%	32700	65.40000000002898	-8860.109375	304.3659570480733	336	16.77567410469055	0:08
65.6%	32800	65.60000000002852	-9078.939453125	302.1724397859094	336	16.82564401626587	0:08
65.8%	32900	65.80000000002805	-8707.359375	293.9665119562294	336	16.876084327697754	0:08
66.0%	33000	66.00000000002758	-9077.4560546875	310.7774013489106	336	16.92631506919861	0:08
66.2%	33100	66.20000000002712	-8778.8896484375	301.82189209711436	336	16.977630376815796	0:08
66.4%	33200	66.40000000002665	-8844.8291015625	302.7952473603433	336	17.028207302093506	0:08
66.6%	33300	66.60000000002618	-8903.6513671875	309.2996677211536	336	17.078314304351807	0:08
66.8%	33400	66.80000000002572	-8778.16796875	296.0461023825735	336	17.12803816795349	0:08
67.0%	33500	67.00000000002525	-9016.509765625	305.8273252057698	336	17.177770376205444	0:08
67.2%	33600	67.20000000002479	-8839.296875	302.96072866979944	336	17.228776216506958	0:08
67.4%	33700	67.40000000002432	-9067.78125	310.39730548966867	336	17.279067277908325	0:08
67.6%	33800	67.60000000002385	-8838.45703125	296.84325857221245	336	17.329233169555664	0:08
67.8%	33900	67.80000000002339	-8996.9814453125	298.4176050547557	336	17.379112243652344	0:08
68.0%	34000	68.00000000002292	-9184.078125	294.7464355606963	336	17.429301023483276	0:08
68.2%	34100	68.20000000002246	-9071.021484375	296.5153799637905	336	17.48092222213745	0:08
68.4%	34200	68.40000000002199	-8846.7763671875	285.3109272882049	336	17.53241229057312	0:08
68.6%	34300	68.60000000002152	-9219.0185546875	293.9865782401461	336	17.581895351409912	0:08
68.8%	34400	68.80000000002106	-9135.1884765625	294.76404130239297	336	17.633278369903564	0:08
69.0%	34500	69.00000000002059	-9227.2578125	306.8713631055752	336	17.682960271835327	0:07
69.2%	34600	69.20000000002013	-9129.498046875	291.34941306133277	336	17.73370623588562	0:07
69.4%	34700	69.40000000001966	-9114.13671875	290.8944896543287	336	17.784370183944702	0:07
69.6%	34800	69.6000000000192	-9124.140625	293.6024351509058	336	17.835463285446167	0:07
69.8%	34900	69.80000000001873	-9180.01171875	297.0157464532382	336	17.88655924797058	0:07
70.0%	35000	70.00000000001826	-8883.095703125	294.5820454268054	336	17.937013149261475	0:07
70.2%	35100	70.2000000000178	-9127.4228515625	297.03596021338217	336	17.9870502948761	0:07
70.4%	35200	70.40000000001733	-8992.49609375	296.8267826587134	336	18.038750410079956	0:07
70.6%	35300	70.60000000001686	-8932.76171875	295.71241054077245	336	18.08818030357361	0:07
70.8%	35400	70.8000000000164	-9046.3642578125	295.2317463403699	336	18.138779163360596	0:07
71.0%	35500	71.00000000001593	-8999.7197265625	295.3124840042432	336	18.189009189605713	0:07
71.2%	35600	71.20000000001546	-8859.212890625	293.9239670932875	336	18.240580081939697	0:07
71.4%	35700	71.400000000015	-9232.63671875	302.8508659797494	336	18.29092812538147	0:07
71.6%	35800	71.60000000001453	-8863.3984375	297.5557144961927	336	18.342159271240234	0:07
71.8%	35900	71.80000000001407	-9081.296875	298.51163964291993	336	18.3933322429657	0:07
72.0%	36000	72.0000000000136	-9086.5947265625	296.8193148987888	336	18.443546295166016	0:07
72.2%	36100	72.20000000001313	-9018.4248046875	295.37636362691944	336	18.49416708946228	0:07
72.4%	36200	72.40000000001267	-8999.11328125	299.98450269606565	336	18.54503035545349	0:07
72.6%	36300	72.6000000000122	-9184.5390625	301.01315908710177	336	18.59542417526245	0:07
72.8%	36400	72.80000000001174	-9064.5927734375	292.89929513756204	336	18.64676022529602	0:06
73.0%	36500	73.00000000001127	-8989.11328125	294.9192680066958	336	18.69635820388794	0:06
73.2%	36600	73.2000000000108	-8855.884765625	298.7367989179889	336	18.747446060180664	0:06
73.4%	36700	73.40000000001034	-8817.33984375	298.99041538310195	336	18.798550128936768	0:06
73.6%	36800	73.60000000000987	-8769.81640625	298.30295770344947	336	18.84969711303711	0:06
73.8%	36900	73.8000000000094	-8664.9970703125	300.79744067031066	336	18.900094270706177	0:06
74.0%	37000	74.00000000000894	-8877.3193359375	306.6863570813479	336	18.950876235961914	0:06
74.2%	37100	74.20000000000847	-8820.740234375	305.4376993488109	336	19.001919984817505	0:06
74.4%	37200	74.400000000008	-8909.8994140625	301.7008063778078	336	19.053901195526123	0:06
74.6%	37300	74.60000000000754	-8711.5703125	306.07929385667273	336	19.10597515106201	0:06
74.8%	37400	74.80000000000707	-8781.109375	304.3622234236765	336	19.15631413459778	0:06
75.0%	37500	75.00000000000661	-8895.0361328125	301.88340929761983	336	19.207122325897217	0:06
75.2%	37600	75.20000000000614	-8759.5478515625	303.5835275945504	336	19.257867097854614	0:06
75.4%	37700	75.40000000000568	-8963.025390625	307.61861812364583	336	19.3088321685791	0:06
75.6%	37800	75.60000000000521	-9059.2939453125	308.5658629660087	337	19.358606100082397	0:06
75.8%	37900	75.80000000000474	-8848.2333984375	299.65649239951495	337	19.409693241119385	0:06
76.0%	38000	76.00000000000428	-8806.3095703125	295.25719802347686	337	19.45968222618103	0:06
76.2%	38100	76.20000000000381	-8909.48828125	297.6270573855352	337	19.51030135154724	0:06
76.4%	38200	76.40000000000335	-8792.62109375	299.21427290318036	337	19.561397075653076	0:06
76.6%	38300	76.60000000000288	-8774.0390625	300.12805517571365	337	19.610945224761963	0:06
76.8%	38400	76.80000000000241	-8909.345703125	307.4165248601736	337	19.66044521331787	0:05
77.0%	38500	77.00000000000195	-8988.31640625	303.27071614028597	337	19.711470127105713	0:05
77.2%	38600	77.20000000000148	-8923.46484375	304.1025879774248	337	19.761356115341187	0:05
77.4%	38700	77.40000000000101	-8960.498046875	302.55407132448465	337	19.811183214187622	0:05
77.6%	38800	77.60000000000055	-8685.109375	290.02311095602226	336	19.873793125152588	0:05
77.8%	38900	77.80000000000008	-8865.56640625	304.92780030963934	336	19.924930095672607	0:05
78.0%	39000	77.99999999999962	-8989.3095703125	302.47722563393035	337	19.97543716430664	0:05
78.2%	39100	78.19999999999915	-8855.0537109375	300.06758374095233	337	20.025805234909058	0:05
78.4%	39200	78.39999999999868	-8838.234375	301.29683888001944	337	20.075557231903076	0:05
78.6%	39300	78.59999999999822	-8952.5908203125	300.3241063030219	337	20.125571250915527	0:05
78.8%	39400	78.79999999999775	-8740.634765625	303.52802966496273	337	20.17547631263733	0:05
79.0%	39500	78.99999999999729	-8712.05859375	309.232999039195	337	20.226989269256592	0:05
79.2%	39600	79.19999999999682	-8843.4677734375	304.5519775844241	337	20.278115272521973	0:05
79.4%	39700	79.39999999999635	-8765.169921875	312.93698952134156	337	20.328280210494995	0:05
79.6%	39800	79.59999999999589	-8623.9140625	303.8510431190249	337	20.379478216171265	0:05
79.8%	39900	79.79999999999542	-8654.93359375	303.0610003146311	337	20.430339097976685	0:05
80.0%	40000	79.99999999999496	-8682.107421875	316.81872585316665	337	20.47950315475464	0:05
80.2%	40100	80.19999999999449	-8652.650390625	315.5666805712634	337	20.531655311584473	0:05
80.4%	40200	80.39999999999402	-8422.6220703125	304.7802956438686	337	20.581804037094116	0:05
80.6%	40300	80.59999999999356	-8437.3779296875	308.93084073864065	337	20.632755279541016	0:04
80.8%	40400	80.79999999999309	-8652.7568359375	310.9881128987746	337	20.683939218521118	0:04
81.0%	40500	80.99999999999262	-8517.6123046875	308.9280845008136	337	20.73326826095581	0:04
81.2%	40600	81.19999999999216	-8687.662109375	312.38389476605465	337	20.784456253051758	0:04
81.4%	40700	81.39999999999169	-8812.611328125	307.02304247026086	337	20.83507513999939	0:04
81.6%	40800	81.59999999999123	-8838.0390625	311.1967112016023	337	20.88637638092041	0:04
81.8%	40900	81.79999999999076	-8721.93359375	297.1663117477339	337	20.936959266662598	0:04
82.0%	41000	81.9999999999903	-8714.0390625	302.11857106517397	337	20.98733425140381	0:04
82.2%	41100	82.19999999998983	-8895.318359375	306.5000093575899	337	21.038807153701782	0:04
82.4%	41200	82.39999999998936	-8659.8896484375	297.1277019700673	337	21.090243101119995	0:04
82.6%	41300	82.5999999999889	-8830.318359375	297.69795730554165	337	21.14135718345642	0:04
82.8%	41400	82.79999999998843	-8932.875	301.71537216054963	337	21.191112279891968	0:04
83.0%	41500	82.99999999998796	-8799.9482421875	299.86160631069794	337	21.240960121154785	0:04
83.2%	41600	83.1999999999875	-8704.0009765625	294.7234872290956	337	21.292272329330444	0:04
83.4%	41700	83.39999999998703	-9044.7900390625	299.5387830346416	337	21.341832399368286	0:04
83.6%	41800	83.59999999998657	-9027.822265625	299.2462295434452	337	21.391934394836426	0:04
83.8%	41900	83.7999999999861	-9120.5673828125	298.37770894887666	337	21.442058324813843	0:04
84.0%	42000	83.99999999998563	-9023.8134765625	305.32896911959614	337	21.492080211639404	0:04
84.2%	42100	84.19999999998517	-8860.1015625	307.72526795081797	337	21.541986227035522	0:04
84.4%	42200	84.3999999999847	-8988.7265625	300.614236552016	337	21.59291124343872	0:04
84.6%	42300	84.59999999998423	-9087.44140625	302.1666632371744	337	21.644317388534546	0:03
84.8%	42400	84.79999999998377	-8986.255859375	299.0182729511338	337	21.694170236587524	0:03
85.0%	42500	84.9999999999833	-8847.4716796875	302.6951083038168	337	21.744190216064453	0:03
85.2%	42600	85.19999999998284	-8976.755859375	303.4887545317806	337	21.79536533355713	0:03
85.4%	42700	85.39999999998237	-8873.61328125	298.4255077570359	337	21.84614324569702	0:03
85.6%	42800	85.5999999999819	-8844.66796875	302.5745631449392	337	21.89714527130127	0:03
85.8%	42900	85.79999999998144	-8828.8994140625	304.8368235208687	337	21.949050188064575	0:03
86.0%	43000	85.99999999998097	-8726.2099609375	301.81122691604395	337	22.00030517578125	0:03
86.2%	43100	86.1999999999805	-8983.431640625	304.7934435724208	337	22.05099630355835	0:03
86.4%	43200	86.39999999998004	-8705.947265625	299.0993021309915	337	22.102734088897705	0:03
86.6%	43300	86.59999999997957	-8717.49609375	302.4837996501642	337	22.152950048446655	0:03
86.8%	43400	86.79999999997911	-8914.748046875	308.71732621222134	337	22.203593254089355	0:03
87.0%	43500	86.99999999997864	-8765.498046875	299.3571128889652	337	22.254897356033325	0:03
87.2%	43600	87.19999999997817	-8855.9267578125	301.4083735873355	337	22.307607173919678	0:03
87.4%	43700	87.39999999997771	-8675.916015625	303.58106895290814	337	22.35891628265381	0:03
87.6%	43800	87.59999999997724	-8754.92578125	305.8007995566366	337	22.40982723236084	0:03
87.8%	43900	87.79999999997678	-8660.6298828125	304.70509820800675	337	22.46023440361023	0:03
88.0%	44000	87.99999999997631	-8719.970703125	306.7839703333296	337	22.511613368988037	0:03
88.2%	44100	88.19999999997584	-8720.091796875	306.15296522676744	337	22.56292414665222	0:03
88.4%	44200	88.39999999997538	-8776.892578125	297.9077590037777	337	22.613622188568115	0:02
88.6%	44300	88.59999999997491	-8729.666015625	303.25394746394164	337	22.66519808769226	0:02
88.8%	44400	88.79999999997445	-8875.67578125	297.3957821587628	337	22.71659231185913	0:02
89.0%	44500	88.99999999997398	-8786.2451171875	301.8631970149671	337	22.766411066055298	0:02
89.2%	44600	89.19999999997351	-9038.9453125	301.7051343560039	337	22.816383361816406	0:02
89.4%	44700	89.39999999997305	-8975.591796875	306.2224577096091	337	22.86609721183777	0:02
89.6%	44800	89.59999999997258	-8956.9619140625	299.9476056111613	337	22.9174861907959	0:02
89.8%	44900	89.79999999997212	-8871.41015625	296.77791929954867	337	22.967681169509888	0:02
90.0%	45000	89.99999999997165	-8829.6767578125	296.86674982109537	337	23.01899528503418	0:02
90.2%	45100	90.19999999997118	-8996.833984375	305.40870861371934	337	23.0693142414093	0:02
90.4%	45200	90.39999999997072	-8855.169921875	297.1962105628741	337	23.11903429031372	0:02
90.6%	45300	90.59999999997025	-8998.83984375	294.170258854949	337	23.170069456100464	0:02
90.8%	45400	90.79999999996978	-8755.515625	292.74829776953413	337	23.220710277557373	0:02
91.0%	45500	90.99999999996932	-8907.1142578125	299.13027931637487	337	23.272101163864136	0:02
91.2%	45600	91.19999999996885	-8888.123046875	306.44245238002713	337	23.32350516319275	0:02
91.4%	45700	91.39999999996839	-8947.490234375	306.9077523537821	337	23.375126123428345	0:02
91.6%	45800	91.59999999996792	-8891.8359375	304.49530044288946	337	23.4253351688385	0:02
91.8%	45900	91.79999999996745	-8800.388671875	303.52886620784005	337	23.47537922859192	0:02
92.0%	46000	91.99999999996699	-8888.2216796875	301.5002405611433	337	23.52655839920044	0:02
92.2%	46100	92.19999999996652	-8805.802734375	296.97459656098937	337	23.57708740234375	0:01
92.4%	46200	92.39999999996606	-8935.7001953125	300.9792439352603	337	23.627012252807617	0:01
92.6%	46300	92.59999999996559	-8830.66796875	297.3008880581101	337	23.67683506011963	0:01
92.8%	46400	92.79999999996512	-9130.3271484375	296.6825378115672	337	23.728028297424316	0:01
93.0%	46500	92.99999999996466	-8930.5224609375	303.48999975786705	337	23.778242111206055	0:01
93.2%	46600	93.19999999996419	-9098.51953125	309.4333413221008	337	23.82766628265381	0:01
93.4%	46700	93.39999999996373	-9133.6123046875	303.4227945322649	337	23.87908411026001	0:01
93.6%	46800	93.59999999996326	-9118.8955078125	298.9551167796257	337	23.929944276809692	0:01
93.8%	46900	93.7999999999628	-9089.705078125	298.63296773760015	337	23.979291200637817	0:01
94.0%	47000	93.99999999996233	-9003.1083984375	294.01736097697903	337	24.029223203659058	0:01
94.2%	47100	94.19999999996186	-9003.2275390625	296.7180638589969	337	24.07959222793579	0:01
94.4%	47200	94.3999999999614	-9061.4482421875	285.7482270410071	337	24.130770206451416	0:01
94.6%	47300	94.59999999996093	-8963.958984375	289.08514824225153	337	24.181737422943115	0:01
94.8%	47400	94.79999999996046	-9251.3974609375	305.30449524623464	337	24.232681274414062	0:01
95.0%	47500	94.99999999996	-9040.9697265625	298.8924362088207	337	24.283669233322144	0:01
95.2%	47600	95.19999999995953	-8878.7490234375	289.4013075002968	337	24.334909200668335	0:01
95.4%	47700	95.39999999995906	-8933.4140625	299.47402764930735	337	24.38592004776001	0:01
95.6%	47800	95.5999999999586	-9326.8173828125	304.6710877303891	337	24.437108278274536	0:01
95.8%	47900	95.79999999995813	-9100.923828125	292.932282656174	337	24.487426042556763	0:01
96.0%	48000	95.99999999995767	-9208.81640625	299.4981922221629	337	24.537692308425903	0:01
96.2%	48100	96.1999999999572	-9022.08203125	299.61649317761464	337	24.589011192321777	0:00
96.4%	48200	96.39999999995673	-8897.328125	302.6407365814595	337	24.64016318321228	0:00
96.6%	48300	96.59999999995627	-8758.05078125	301.3888951084923	337	24.69136619567871	0:00
96.8%	48400	96.7999999999558	-8611.583984375	308.91711050677856	337	24.742172241210938	0:00
97.0%	48500	96.99999999995534	-8513.15234375	300.9709050250528	337	24.79310941696167	0:00
97.2%	48600	97.19999999995487	-8740.9248046875	304.76375678943015	337	24.84404230117798	0:00
97.4%	48700	97.3999999999544	-8793.5068359375	307.7441943830244	337	24.895437240600586	0:00
97.6%	48800	97.59999999995394	-8915.201171875	302.7922413964541	337	24.945226430892944	0:00
97.8%	48900	97.79999999995347	-8914.494140625	304.56358088406733	337	24.994887351989746	0:00
98.0%	49000	97.999999999953	-8832.236328125	298.20816870348074	337	25.044671297073364	0:00
98.2%	49100	98.19999999995254	-9004.9501953125	306.63194468693086	337	25.095953226089478	0:00
98.4%	49200	98.39999999995207	-9138.0732421875	304.5860317546071	337	25.145576238632202	0:00
98.6%	49300	98.5999999999516	-8842.203125	298.2010541825236	337	25.195281267166138	0:00
98.8%	49400	98.79999999995114	-8859.064453125	304.6310934907152	337	25.246355295181274	0:00
99.0%	49500	98.99999999995067	-8790.6435546875	300.3761773539075	337	25.29923915863037	0:00
99.2%	49600	99.19999999995021	-8543.626953125	295.95430401477785	337	25.350152254104614	0:00
99.4%	49700	99.39999999994974	-8855.8583984375	304.4782618799942	337	25.401286363601685	0:00
99.6%	49800	99.59999999994928	-8684.15625	298.495073689396	337	25.45069122314453	0:00
99.8%	49900	99.79999999994881	-8958.3291015625	302.40621786331064	337	25.500176191329956	0:00
100.0%	50000	99.99999999994834	-8787.8876953125	302.59012756301854	337	25.551035165786743	0:00
